case_id,activity,timestamp,resource,vendor_id,vendor_name,material_id,material_desc,quantity,unit_price,total_value,currency,department,plant_id
PO314500,Talep Oluşturuldu,2024-10-04 00:00:00,erdem,V049,Tedarikçi_49,M0026,Malzeme_26,360,370.93,133534.8,EUR,FIN,PLT3
PO314500,Onay Bekliyor,2024-10-04 00:00:00,ayse,V049,Tedarikçi_49,M0026,Malzeme_26,360,370.93,133534.8,EUR,FIN,PLT3
PO314500,Onaylandı,2024-10-06 02:46:10,ayse,V049,Tedarikçi_49,M0026,Malzeme_26,360,370.93,133534.8,EUR,FIN,PLT3
PO314500,Sevk Edildi,2024-10-08 06:46:10,erdem,V049,Tedarikçi_49,M0026,Malzeme_26,360,370.93,133534.8,EUR,FIN,PLT3
PO314500,Teslim Edildi,2024-10-27 11:46:10,erdem,V049,Tedarikçi_49,M0026,Malzeme_26,360,370.93,133534.8,EUR,FIN,PLT3
PO314748,Talep Oluşturuldu,2024-08-13 00:00:00,ali,V019,Tedarikçi_19,M0138,Malzeme_138,892,213.91,190807.72,USD,SAT,PLT1
PO314748,Onay Bekliyor,2024-08-13 00:00:00,erdem,V019,Tedarikçi_19,M0138,Malzeme_138,892,213.91,190807.72,USD,SAT,PLT1
PO314748,Onaylandı,2024-08-15 07:21:17,erdem,V019,Tedarikçi_19,M0138,Malzeme_138,892,213.91,190807.72,USD,SAT,PLT1
PO315054,Talep Oluşturuldu,2024-12-16 00:00:00,erdem,V040,Tedarikçi_40,M0163,Malzeme_163,348,352.72,122746.56,EUR,SAT,PLT1
PO315054,Onay Bekliyor,2024-12-16 00:00:00,admin,V040,Tedarikçi_40,M0163,Malzeme_163,348,352.72,122746.56,EUR,SAT,PLT1
PO315054,Onaylandı,2024-12-16 14:25:18,admin,V040,Tedarikçi_40,M0163,Malzeme_163,348,352.72,122746.56,EUR,SAT,PLT1
PO315214,Talep Oluşturuldu,2024-05-24 00:00:00,mehmet,V049,Tedarikçi_49,M0102,Malzeme_102,679,450.84,306120.36,EUR,PRD,PLT3
PO315214,Onay Bekliyor,2024-05-24 00:00:00,ali,V049,Tedarikçi_49,M0102,Malzeme_102,679,450.84,306120.36,EUR,PRD,PLT3
PO315340,Talep Oluşturuldu,2024-06-16 00:00:00,mehmet,V042,Tedarikçi_42,M0120,Malzeme_120,677,428.8,290297.6,TRY,FIN,PLT2
PO315340,Onay Bekliyor,2024-06-16 00:00:00,ali,V042,Tedarikçi_42,M0120,Malzeme_120,677,428.8,290297.6,TRY,FIN,PLT2
PO315340,Onaylandı,2024-06-17 11:19:04,ali,V042,Tedarikçi_42,M0120,Malzeme_120,677,428.8,290297.6,TRY,FIN,PLT2
PO315467,Talep Oluşturuldu,2024-02-13 00:00:00,admin,V010,Tedarikçi_10,M0108,Malzeme_108,701,121.76,85353.76,TRY,FIN,PLT2
PO315467,Onay Bekliyor,2024-02-13 00:00:00,admin,V010,Tedarikçi_10,M0108,Malzeme_108,701,121.76,85353.76,TRY,FIN,PLT2
PO315467,Onaylandı,2024-02-14 05:37:45,admin,V010,Tedarikçi_10,M0108,Malzeme_108,701,121.76,85353.76,TRY,FIN,PLT2
PO315806,Talep Oluşturuldu,2024-06-04 00:00:00,erdem,V016,Tedarikçi_16,M0153,Malzeme_153,975,334.92,326547.0,TRY,PRD,PLT2
PO315806,Onay Bekliyor,2024-06-04 00:00:00,erdem,V016,Tedarikçi_16,M0153,Malzeme_153,975,334.92,326547.0,TRY,PRD,PLT2
PO315806,Onaylandı,2024-06-04 21:42:13,erdem,V016,Tedarikçi_16,M0153,Malzeme_153,975,334.92,326547.0,TRY,PRD,PLT2
PO315855,Talep Oluşturuldu,2024-10-05 00:00:00,ayse,V038,Tedarikçi_38,M0185,Malzeme_185,503,369.75,185984.25,USD,FIN,PLT2
PO315855,Onay Bekliyor,2024-10-05 00:00:00,erdem,V038,Tedarikçi_38,M0185,Malzeme_185,503,369.75,185984.25,USD,FIN,PLT2
PO315855,Onaylandı,2024-10-06 01:19:19,erdem,V038,Tedarikçi_38,M0185,Malzeme_185,503,369.75,185984.25,USD,FIN,PLT2
PO315880,Talep Oluşturuldu,2024-07-19 00:00:00,admin,V033,Tedarikçi_33,M0101,Malzeme_101,719,268.76,193238.44,EUR,LOG,PLT3
PO315880,Onay Bekliyor,2024-07-19 00:00:00,admin,V033,Tedarikçi_33,M0101,Malzeme_101,719,268.76,193238.44,EUR,LOG,PLT3
PO315880,Onaylandı,2024-07-21 11:59:22,admin,V033,Tedarikçi_33,M0101,Malzeme_101,719,268.76,193238.44,EUR,LOG,PLT3
PO316016,Talep Oluşturuldu,2024-05-05 00:00:00,ayse,V030,Tedarikçi_30,M0163,Malzeme_163,46,457.75,21056.5,EUR,PRD,PLT1
PO316016,Onay Bekliyor,2024-05-05 00:00:00,erdem,V030,Tedarikçi_30,M0163,Malzeme_163,46,457.75,21056.5,EUR,PRD,PLT1
PO316016,Onaylandı,2024-05-06 14:36:18,erdem,V030,Tedarikçi_30,M0163,Malzeme_163,46,457.75,21056.5,EUR,PRD,PLT1
PO316016,Sevk Edildi,2024-05-12 19:36:18,ayse,V030,Tedarikçi_30,M0163,Malzeme_163,46,457.75,21056.5,EUR,PRD,PLT1
PO316016,Teslim Edildi,2024-05-31 19:36:18,ayse,V030,Tedarikçi_30,M0163,Malzeme_163,46,457.75,21056.5,EUR,PRD,PLT1
PO316659,Talep Oluşturuldu,2024-06-18 00:00:00,mehmet,V009,Tedarikçi_9,M0015,Malzeme_15,58,59.45,3448.1,USD,FIN,PLT3
PO316659,Onay Bekliyor,2024-06-18 00:00:00,ali,V009,Tedarikçi_9,M0015,Malzeme_15,58,59.45,3448.1,USD,FIN,PLT3
PO316659,Onaylandı,2024-06-20 08:29:21,ali,V009,Tedarikçi_9,M0015,Malzeme_15,58,59.45,3448.1,USD,FIN,PLT3
PO316659,Sevk Edildi,2024-06-23 09:29:21,mehmet,V009,Tedarikçi_9,M0015,Malzeme_15,58,59.45,3448.1,USD,FIN,PLT3
PO316659,Teslim Edildi,2024-06-25 14:29:21,mehmet,V009,Tedarikçi_9,M0015,Malzeme_15,58,59.45,3448.1,USD,FIN,PLT3
PO317284,Talep Oluşturuldu,2024-02-12 00:00:00,mehmet,V026,Tedarikçi_26,M0170,Malzeme_170,202,190.33,38446.66,USD,PRD,PLT2
PO317284,Onay Bekliyor,2024-02-12 00:00:00,ayse,V026,Tedarikçi_26,M0170,Malzeme_170,202,190.33,38446.66,USD,PRD,PLT2
PO317375,Talep Oluşturuldu,2024-08-04 00:00:00,erdem,V028,Tedarikçi_28,M0018,Malzeme_18,935,163.31,152694.85,EUR,PRD,PLT2
PO317375,Onay Bekliyor,2024-08-04 00:00:00,ali,V028,Tedarikçi_28,M0018,Malzeme_18,935,163.31,152694.85,EUR,PRD,PLT2
PO317375,Onaylandı,2024-08-06 00:07:02,ali,V028,Tedarikçi_28,M0018,Malzeme_18,935,163.31,152694.85,EUR,PRD,PLT2
PO317375,Sevk Edildi,2024-08-11 02:07:02,erdem,V028,Tedarikçi_28,M0018,Malzeme_18,935,163.31,152694.85,EUR,PRD,PLT2
PO317375,Teslim Edildi,2024-08-13 02:07:02,erdem,V028,Tedarikçi_28,M0018,Malzeme_18,935,163.31,152694.85,EUR,PRD,PLT2
PO317394,Talep Oluşturuldu,2024-01-10 00:00:00,erdem,V002,Tedarikçi_2,M0031,Malzeme_31,503,254.89,128209.67,TRY,LOG,PLT2
PO317394,Onay Bekliyor,2024-01-10 00:00:00,ali,V002,Tedarikçi_2,M0031,Malzeme_31,503,254.89,128209.67,TRY,LOG,PLT2
PO317394,Onaylandı,2024-01-12 09:57:44,ali,V002,Tedarikçi_2,M0031,Malzeme_31,503,254.89,128209.67,TRY,LOG,PLT2
PO317459,Talep Oluşturuldu,2024-05-01 00:00:00,mehmet,V029,Tedarikçi_29,M0007,Malzeme_7,588,309.42,181938.96,EUR,SAT,PLT3
PO317459,Onay Bekliyor,2024-05-01 00:00:00,erdem,V029,Tedarikçi_29,M0007,Malzeme_7,588,309.42,181938.96,EUR,SAT,PLT3
PO317459,Onaylandı,2024-05-02 23:36:44,erdem,V029,Tedarikçi_29,M0007,Malzeme_7,588,309.42,181938.96,EUR,SAT,PLT3
PO317459,Sevk Edildi,2024-05-09 04:36:44,mehmet,V029,Tedarikçi_29,M0007,Malzeme_7,588,309.42,181938.96,EUR,SAT,PLT3
PO317459,Teslim Edildi,2024-05-18 07:36:44,mehmet,V029,Tedarikçi_29,M0007,Malzeme_7,588,309.42,181938.96,EUR,SAT,PLT3
PO317550,Talep Oluşturuldu,2024-02-10 00:00:00,ayse,V038,Tedarikçi_38,M0001,Malzeme_1,629,417.48,262594.92,TRY,FIN,PLT3
PO317550,Onay Bekliyor,2024-02-10 00:00:00,mehmet,V038,Tedarikçi_38,M0001,Malzeme_1,629,417.48,262594.92,TRY,FIN,PLT3
PO317550,Onaylandı,2024-02-11 20:09:56,mehmet,V038,Tedarikçi_38,M0001,Malzeme_1,629,417.48,262594.92,TRY,FIN,PLT3
PO317849,Talep Oluşturuldu,2024-09-30 00:00:00,erdem,V027,Tedarikçi_27,M0164,Malzeme_164,684,178.07,121799.88,USD,PRD,PLT3
PO317849,Onay Bekliyor,2024-09-30 00:00:00,admin,V027,Tedarikçi_27,M0164,Malzeme_164,684,178.07,121799.88,USD,PRD,PLT3
PO317880,Talep Oluşturuldu,2024-07-09 00:00:00,erdem,V007,Tedarikçi_7,M0129,Malzeme_129,151,341.92,51629.92,EUR,FIN,PLT1
PO317880,Onay Bekliyor,2024-07-09 00:00:00,ayse,V007,Tedarikçi_7,M0129,Malzeme_129,151,341.92,51629.92,EUR,FIN,PLT1
PO317880,Onaylandı,2024-07-10 12:18:01,ayse,V007,Tedarikçi_7,M0129,Malzeme_129,151,341.92,51629.92,EUR,FIN,PLT1
PO317880,Sevk Edildi,2024-07-11 20:18:01,erdem,V007,Tedarikçi_7,M0129,Malzeme_129,151,341.92,51629.92,EUR,FIN,PLT1
PO317880,Teslim Edildi,2024-07-23 21:18:01,erdem,V007,Tedarikçi_7,M0129,Malzeme_129,151,341.92,51629.92,EUR,FIN,PLT1
PO318066,Talep Oluşturuldu,2024-02-19 00:00:00,ayse,V031,Tedarikçi_31,M0142,Malzeme_142,961,429.56,412807.16,USD,SAT,PLT2
PO318066,Onay Bekliyor,2024-02-19 00:00:00,ali,V031,Tedarikçi_31,M0142,Malzeme_142,961,429.56,412807.16,USD,SAT,PLT2
PO318101,Talep Oluşturuldu,2024-12-12 00:00:00,ayse,V048,Tedarikçi_48,M0132,Malzeme_132,98,37.51,3675.98,EUR,PRD,PLT3
PO318101,Onay Bekliyor,2024-12-12 00:00:00,mehmet,V048,Tedarikçi_48,M0132,Malzeme_132,98,37.51,3675.98,EUR,PRD,PLT3
PO318101,Onaylandı,2024-12-12 19:30:56,mehmet,V048,Tedarikçi_48,M0132,Malzeme_132,98,37.51,3675.98,EUR,PRD,PLT3
PO318101,Sevk Edildi,2024-12-20 21:30:56,ayse,V048,Tedarikçi_48,M0132,Malzeme_132,98,37.51,3675.98,EUR,PRD,PLT3
PO318101,Teslim Edildi,2024-12-30 03:30:56,ayse,V048,Tedarikçi_48,M0132,Malzeme_132,98,37.51,3675.98,EUR,PRD,PLT3
PO318162,Talep Oluşturuldu,2024-07-10 00:00:00,ali,V045,Tedarikçi_45,M0122,Malzeme_122,672,195.73,131530.56,TRY,LOG,PLT3
PO318162,Onay Bekliyor,2024-07-10 00:00:00,ayse,V045,Tedarikçi_45,M0122,Malzeme_122,672,195.73,131530.56,TRY,LOG,PLT3
PO318162,Onaylandı,2024-07-11 13:51:43,ayse,V045,Tedarikçi_45,M0122,Malzeme_122,672,195.73,131530.56,TRY,LOG,PLT3
PO318234,Talep Oluşturuldu,2024-03-06 00:00:00,mehmet,V049,Tedarikçi_49,M0035,Malzeme_35,98,462.06,45281.88,TRY,SAT,PLT3
PO318234,Onay Bekliyor,2024-03-06 00:00:00,ayse,V049,Tedarikçi_49,M0035,Malzeme_35,98,462.06,45281.88,TRY,SAT,PLT3
PO318234,Onaylandı,2024-03-06 19:29:03,ayse,V049,Tedarikçi_49,M0035,Malzeme_35,98,462.06,45281.88,TRY,SAT,PLT3
PO318234,Sevk Edildi,2024-03-15 22:29:03,mehmet,V049,Tedarikçi_49,M0035,Malzeme_35,98,462.06,45281.88,TRY,SAT,PLT3
PO318234,Teslim Edildi,2024-03-21 02:29:03,mehmet,V049,Tedarikçi_49,M0035,Malzeme_35,98,462.06,45281.88,TRY,SAT,PLT3
PO318514,Talep Oluşturuldu,2024-12-22 00:00:00,erdem,V010,Tedarikçi_10,M0193,Malzeme_193,650,124.37,80840.5,TRY,PRD,PLT3
PO318514,Onay Bekliyor,2024-12-22 00:00:00,admin,V010,Tedarikçi_10,M0193,Malzeme_193,650,124.37,80840.5,TRY,PRD,PLT3
PO318514,Onaylandı,2024-12-24 03:35:23,admin,V010,Tedarikçi_10,M0193,Malzeme_193,650,124.37,80840.5,TRY,PRD,PLT3
PO318514,Sevk Edildi,2025-01-02 10:35:23,erdem,V010,Tedarikçi_10,M0193,Malzeme_193,650,124.37,80840.5,TRY,PRD,PLT3
PO318514,Teslim Edildi,2025-01-10 13:35:23,erdem,V010,Tedarikçi_10,M0193,Malzeme_193,650,124.37,80840.5,TRY,PRD,PLT3
PO318645,Talep Oluşturuldu,2024-11-11 00:00:00,admin,V009,Tedarikçi_9,M0068,Malzeme_68,357,58.29,20809.53,TRY,SAT,PLT3
PO318645,Onay Bekliyor,2024-11-11 00:00:00,mehmet,V009,Tedarikçi_9,M0068,Malzeme_68,357,58.29,20809.53,TRY,SAT,PLT3
PO318645,Onaylandı,2024-11-13 17:14:52,mehmet,V009,Tedarikçi_9,M0068,Malzeme_68,357,58.29,20809.53,TRY,SAT,PLT3
PO319161,Talep Oluşturuldu,2024-09-06 00:00:00,erdem,V023,Tedarikçi_23,M0200,Malzeme_200,564,162.19,91475.16,EUR,LOG,PLT2
PO319161,Onay Bekliyor,2024-09-06 00:00:00,admin,V023,Tedarikçi_23,M0200,Malzeme_200,564,162.19,91475.16,EUR,LOG,PLT2
PO319161,Onaylandı,2024-09-06 22:55:32,admin,V023,Tedarikçi_23,M0200,Malzeme_200,564,162.19,91475.16,EUR,LOG,PLT2
PO319259,Talep Oluşturuldu,2024-05-20 00:00:00,mehmet,V039,Tedarikçi_39,M0146,Malzeme_146,106,251.3,26637.8,USD,FIN,PLT3
PO319259,Onay Bekliyor,2024-05-20 00:00:00,mehmet,V039,Tedarikçi_39,M0146,Malzeme_146,106,251.3,26637.8,USD,FIN,PLT3
PO319259,Onaylandı,2024-05-20 19:16:05,mehmet,V039,Tedarikçi_39,M0146,Malzeme_146,106,251.3,26637.8,USD,FIN,PLT3
PO319259,Sevk Edildi,2024-05-28 20:16:05,mehmet,V039,Tedarikçi_39,M0146,Malzeme_146,106,251.3,26637.8,USD,FIN,PLT3
PO319259,Teslim Edildi,2024-06-09 23:16:05,mehmet,V039,Tedarikçi_39,M0146,Malzeme_146,106,251.3,26637.8,USD,FIN,PLT3
PO319286,Talep Oluşturuldu,2024-12-07 00:00:00,admin,V005,Tedarikçi_5,M0086,Malzeme_86,987,311.1,307055.7,EUR,LOG,PLT1
PO319286,Onay Bekliyor,2024-12-07 00:00:00,ali,V005,Tedarikçi_5,M0086,Malzeme_86,987,311.1,307055.7,EUR,LOG,PLT1
PO319286,Onaylandı,2024-12-08 15:28:37,ali,V005,Tedarikçi_5,M0086,Malzeme_86,987,311.1,307055.7,EUR,LOG,PLT1
PO319286,Sevk Edildi,2024-12-16 15:28:37,admin,V005,Tedarikçi_5,M0086,Malzeme_86,987,311.1,307055.7,EUR,LOG,PLT1
PO319286,Teslim Edildi,2024-12-21 16:28:37,admin,V005,Tedarikçi_5,M0086,Malzeme_86,987,311.1,307055.7,EUR,LOG,PLT1
PO319482,Talep Oluşturuldu,2024-01-21 00:00:00,mehmet,V047,Tedarikçi_47,M0040,Malzeme_40,740,30.83,22814.2,USD,LOG,PLT1
PO319482,Onay Bekliyor,2024-01-21 00:00:00,mehmet,V047,Tedarikçi_47,M0040,Malzeme_40,740,30.83,22814.2,USD,LOG,PLT1
PO319482,Onaylandı,2024-01-22 22:19:32,mehmet,V047,Tedarikçi_47,M0040,Malzeme_40,740,30.83,22814.2,USD,LOG,PLT1
PO319520,Talep Oluşturuldu,2024-11-29 00:00:00,mehmet,V047,Tedarikçi_47,M0077,Malzeme_77,94,386.58,36338.52,TRY,LOG,PLT2
PO319520,Onay Bekliyor,2024-11-29 00:00:00,mehmet,V047,Tedarikçi_47,M0077,Malzeme_77,94,386.58,36338.52,TRY,LOG,PLT2
PO319520,Onaylandı,2024-11-30 14:39:31,mehmet,V047,Tedarikçi_47,M0077,Malzeme_77,94,386.58,36338.52,TRY,LOG,PLT2
PO319927,Talep Oluşturuldu,2024-07-28 00:00:00,ayse,V025,Tedarikçi_25,M0166,Malzeme_166,893,243.07,217061.51,USD,FIN,PLT3
PO319927,Onay Bekliyor,2024-07-28 00:00:00,ali,V025,Tedarikçi_25,M0166,Malzeme_166,893,243.07,217061.51,USD,FIN,PLT3
PO319927,Onaylandı,2024-07-30 14:26:31,ali,V025,Tedarikçi_25,M0166,Malzeme_166,893,243.07,217061.51,USD,FIN,PLT3
PO319927,Sevk Edildi,2024-08-03 21:26:31,ayse,V025,Tedarikçi_25,M0166,Malzeme_166,893,243.07,217061.51,USD,FIN,PLT3
PO319927,Teslim Edildi,2024-08-20 01:26:31,ayse,V025,Tedarikçi_25,M0166,Malzeme_166,893,243.07,217061.51,USD,FIN,PLT3
PO320144,Talep Oluşturuldu,2024-02-03 00:00:00,ayse,V039,Tedarikçi_39,M0169,Malzeme_169,459,40.75,18704.25,TRY,FIN,PLT1
PO320144,Onay Bekliyor,2024-02-03 00:00:00,admin,V039,Tedarikçi_39,M0169,Malzeme_169,459,40.75,18704.25,TRY,FIN,PLT1
PO320144,Onaylandı,2024-02-05 06:39:48,admin,V039,Tedarikçi_39,M0169,Malzeme_169,459,40.75,18704.25,TRY,FIN,PLT1
PO320637,Talep Oluşturuldu,2024-06-29 00:00:00,erdem,V028,Tedarikçi_28,M0189,Malzeme_189,75,223.76,16782.0,TRY,PRD,PLT3
PO320637,Onay Bekliyor,2024-06-29 00:00:00,ali,V028,Tedarikçi_28,M0189,Malzeme_189,75,223.76,16782.0,TRY,PRD,PLT3
PO320670,Talep Oluşturuldu,2024-07-11 00:00:00,ali,V002,Tedarikçi_2,M0187,Malzeme_187,806,202.21,162981.26,TRY,FIN,PLT2
PO320670,Onay Bekliyor,2024-07-11 00:00:00,ayse,V002,Tedarikçi_2,M0187,Malzeme_187,806,202.21,162981.26,TRY,FIN,PLT2
PO320701,Talep Oluşturuldu,2024-08-24 00:00:00,ali,V049,Tedarikçi_49,M0179,Malzeme_179,323,246.78,79709.94,USD,SAT,PLT2
PO320701,Onay Bekliyor,2024-08-24 00:00:00,ayse,V049,Tedarikçi_49,M0179,Malzeme_179,323,246.78,79709.94,USD,SAT,PLT2
PO320701,Onaylandı,2024-08-24 23:03:57,ayse,V049,Tedarikçi_49,M0179,Malzeme_179,323,246.78,79709.94,USD,SAT,PLT2
PO320701,Sevk Edildi,2024-08-26 03:03:57,ali,V049,Tedarikçi_49,M0179,Malzeme_179,323,246.78,79709.94,USD,SAT,PLT2
PO320701,Teslim Edildi,2024-09-06 03:03:57,ali,V049,Tedarikçi_49,M0179,Malzeme_179,323,246.78,79709.94,USD,SAT,PLT2
PO320761,Talep Oluşturuldu,2024-04-23 00:00:00,ali,V008,Tedarikçi_8,M0088,Malzeme_88,591,435.41,257327.31,USD,FIN,PLT1
PO320761,Onay Bekliyor,2024-04-23 00:00:00,mehmet,V008,Tedarikçi_8,M0088,Malzeme_88,591,435.41,257327.31,USD,FIN,PLT1
PO320761,Onaylandı,2024-04-24 02:33:12,mehmet,V008,Tedarikçi_8,M0088,Malzeme_88,591,435.41,257327.31,USD,FIN,PLT1
PO320986,Talep Oluşturuldu,2024-05-31 00:00:00,erdem,V025,Tedarikçi_25,M0071,Malzeme_71,438,94.24,41277.12,TRY,FIN,PLT1
PO320986,Onay Bekliyor,2024-05-31 00:00:00,ali,V025,Tedarikçi_25,M0071,Malzeme_71,438,94.24,41277.12,TRY,FIN,PLT1
PO320986,Onaylandı,2024-05-31 21:46:15,ali,V025,Tedarikçi_25,M0071,Malzeme_71,438,94.24,41277.12,TRY,FIN,PLT1
PO320986,Sevk Edildi,2024-06-10 05:46:15,erdem,V025,Tedarikçi_25,M0071,Malzeme_71,438,94.24,41277.12,TRY,FIN,PLT1
PO320986,Teslim Edildi,2024-06-18 08:46:15,erdem,V025,Tedarikçi_25,M0071,Malzeme_71,438,94.24,41277.12,TRY,FIN,PLT1
PO321129,Talep Oluşturuldu,2024-01-30 00:00:00,ali,V009,Tedarikçi_9,M0119,Malzeme_119,722,244.22,176326.84,USD,PRD,PLT3
PO321129,Onay Bekliyor,2024-01-30 00:00:00,mehmet,V009,Tedarikçi_9,M0119,Malzeme_119,722,244.22,176326.84,USD,PRD,PLT3
PO321129,Onaylandı,2024-01-31 03:35:37,mehmet,V009,Tedarikçi_9,M0119,Malzeme_119,722,244.22,176326.84,USD,PRD,PLT3
PO321129,Sevk Edildi,2024-02-06 11:35:37,ali,V009,Tedarikçi_9,M0119,Malzeme_119,722,244.22,176326.84,USD,PRD,PLT3
PO321129,Teslim Edildi,2024-02-20 13:35:37,ali,V009,Tedarikçi_9,M0119,Malzeme_119,722,244.22,176326.84,USD,PRD,PLT3
PO321227,Talep Oluşturuldu,2024-05-26 00:00:00,erdem,V017,Tedarikçi_17,M0038,Malzeme_38,798,112.73,89958.54,USD,PRD,PLT1
PO321227,Onay Bekliyor,2024-05-26 00:00:00,ayse,V017,Tedarikçi_17,M0038,Malzeme_38,798,112.73,89958.54,USD,PRD,PLT1
PO321227,Onaylandı,2024-05-27 03:04:28,ayse,V017,Tedarikçi_17,M0038,Malzeme_38,798,112.73,89958.54,USD,PRD,PLT1
PO321642,Talep Oluşturuldu,2024-09-04 00:00:00,admin,V019,Tedarikçi_19,M0180,Malzeme_180,933,267.87,249922.71,TRY,SAT,PLT1
PO321642,Onay Bekliyor,2024-09-04 00:00:00,erdem,V019,Tedarikçi_19,M0180,Malzeme_180,933,267.87,249922.71,TRY,SAT,PLT1
PO322119,Talep Oluşturuldu,2024-04-19 00:00:00,mehmet,V018,Tedarikçi_18,M0046,Malzeme_46,90,259.45,23350.5,USD,LOG,PLT3
PO322119,Onay Bekliyor,2024-04-19 00:00:00,ali,V018,Tedarikçi_18,M0046,Malzeme_46,90,259.45,23350.5,USD,LOG,PLT3
PO322119,Onaylandı,2024-04-19 12:23:07,ali,V018,Tedarikçi_18,M0046,Malzeme_46,90,259.45,23350.5,USD,LOG,PLT3
PO322119,Sevk Edildi,2024-04-29 17:23:07,mehmet,V018,Tedarikçi_18,M0046,Malzeme_46,90,259.45,23350.5,USD,LOG,PLT3
PO322119,Teslim Edildi,2024-05-10 18:23:07,mehmet,V018,Tedarikçi_18,M0046,Malzeme_46,90,259.45,23350.5,USD,LOG,PLT3
PO322295,Talep Oluşturuldu,2024-01-27 00:00:00,ali,V047,Tedarikçi_47,M0075,Malzeme_75,220,109.27,24039.4,TRY,LOG,PLT1
PO322295,Onay Bekliyor,2024-01-27 00:00:00,ali,V047,Tedarikçi_47,M0075,Malzeme_75,220,109.27,24039.4,TRY,LOG,PLT1
PO322295,Onaylandı,2024-01-27 20:47:46,ali,V047,Tedarikçi_47,M0075,Malzeme_75,220,109.27,24039.4,TRY,LOG,PLT1
PO322408,Talep Oluşturuldu,2024-12-28 00:00:00,erdem,V024,Tedarikçi_24,M0089,Malzeme_89,703,129.96,91361.88,EUR,FIN,PLT1
PO322408,Onay Bekliyor,2024-12-28 00:00:00,ayse,V024,Tedarikçi_24,M0089,Malzeme_89,703,129.96,91361.88,EUR,FIN,PLT1
PO322408,Onaylandı,2024-12-28 20:28:37,ayse,V024,Tedarikçi_24,M0089,Malzeme_89,703,129.96,91361.88,EUR,FIN,PLT1
PO322408,Sevk Edildi,2024-12-31 04:28:37,erdem,V024,Tedarikçi_24,M0089,Malzeme_89,703,129.96,91361.88,EUR,FIN,PLT1
PO322408,Teslim Edildi,2025-01-09 06:28:37,erdem,V024,Tedarikçi_24,M0089,Malzeme_89,703,129.96,91361.88,EUR,FIN,PLT1
PO322539,Talep Oluşturuldu,2024-10-21 00:00:00,erdem,V005,Tedarikçi_5,M0018,Malzeme_18,314,264.66,83103.24,EUR,FIN,PLT1
PO322539,Onay Bekliyor,2024-10-21 00:00:00,admin,V005,Tedarikçi_5,M0018,Malzeme_18,314,264.66,83103.24,EUR,FIN,PLT1
PO322539,Onaylandı,2024-10-23 08:17:25,admin,V005,Tedarikçi_5,M0018,Malzeme_18,314,264.66,83103.24,EUR,FIN,PLT1
PO322539,Sevk Edildi,2024-10-30 08:17:25,erdem,V005,Tedarikçi_5,M0018,Malzeme_18,314,264.66,83103.24,EUR,FIN,PLT1
PO322539,Teslim Edildi,2024-11-09 08:17:25,erdem,V005,Tedarikçi_5,M0018,Malzeme_18,314,264.66,83103.24,EUR,FIN,PLT1
PO322557,Talep Oluşturuldu,2024-04-25 00:00:00,ayse,V010,Tedarikçi_10,M0041,Malzeme_41,753,331.97,249973.41,EUR,LOG,PLT1
PO322557,Onay Bekliyor,2024-04-25 00:00:00,admin,V010,Tedarikçi_10,M0041,Malzeme_41,753,331.97,249973.41,EUR,LOG,PLT1
PO322603,Talep Oluşturuldu,2024-03-03 00:00:00,ayse,V002,Tedarikçi_2,M0173,Malzeme_173,897,474.09,425258.73,EUR,SAT,PLT3
PO322603,Onay Bekliyor,2024-03-03 00:00:00,ali,V002,Tedarikçi_2,M0173,Malzeme_173,897,474.09,425258.73,EUR,SAT,PLT3
PO322603,Onaylandı,2024-03-04 14:40:10,ali,V002,Tedarikçi_2,M0173,Malzeme_173,897,474.09,425258.73,EUR,SAT,PLT3
PO322758,Talep Oluşturuldu,2024-08-30 00:00:00,erdem,V039,Tedarikçi_39,M0017,Malzeme_17,713,356.16,253942.08,USD,PRD,PLT3
PO322758,Onay Bekliyor,2024-08-30 00:00:00,ali,V039,Tedarikçi_39,M0017,Malzeme_17,713,356.16,253942.08,USD,PRD,PLT3
PO322758,Onaylandı,2024-08-30 19:28:07,ali,V039,Tedarikçi_39,M0017,Malzeme_17,713,356.16,253942.08,USD,PRD,PLT3
PO322758,Sevk Edildi,2024-09-07 00:28:07,erdem,V039,Tedarikçi_39,M0017,Malzeme_17,713,356.16,253942.08,USD,PRD,PLT3
PO322758,Teslim Edildi,2024-09-20 05:28:07,erdem,V039,Tedarikçi_39,M0017,Malzeme_17,713,356.16,253942.08,USD,PRD,PLT3
PO322843,Talep Oluşturuldu,2024-11-05 00:00:00,admin,V045,Tedarikçi_45,M0108,Malzeme_108,318,258.19,82104.42,TRY,SAT,PLT3
PO322843,Onay Bekliyor,2024-11-05 00:00:00,erdem,V045,Tedarikçi_45,M0108,Malzeme_108,318,258.19,82104.42,TRY,SAT,PLT3
PO322843,Onaylandı,2024-11-06 16:16:25,erdem,V045,Tedarikçi_45,M0108,Malzeme_108,318,258.19,82104.42,TRY,SAT,PLT3
PO322925,Talep Oluşturuldu,2024-02-05 00:00:00,mehmet,V031,Tedarikçi_31,M0077,Malzeme_77,809,332.1,268668.9,EUR,FIN,PLT1
PO322925,Onay Bekliyor,2024-02-05 00:00:00,admin,V031,Tedarikçi_31,M0077,Malzeme_77,809,332.1,268668.9,EUR,FIN,PLT1
